opening_type,context,move_type_pred,move_pred
Nimzo-Larsen Attack: Modern Variation #2,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . . . . .
. P . . . . . .
P B P P P P P P
R N . Q K B N R e5e4 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . . . . . .
P B P P P P P P
R N . Q K B N R d2d3 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g8f6 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g1h3 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d7d5 0
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d3e4 1
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . P . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R f6e4 1
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R h3f4 0
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . .
. P . . . . . .
P B P . P P P P
R N . Q K B . R d8h4 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . . .
P B P . P P P P
R N . Q K B . R g2g3 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f8c5 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f2f3 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . P P .
P B P . P . . P
R N . Q K B . R
",0,c5f2
Nimzo-Larsen Attack: Modern Variation #2,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . . . . . .
P B P P P P P P
R N . Q K B N R d2d3 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g8f6 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g1h3 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d7d5 0
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R
",1,d3e4
French Defense: Advance Variation #2,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R d7d5 0
r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R e4e5 0
r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c7c5 0
r n b q k b n r
p p . . . p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0
r n b q k b n r
p p . . . p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R
",0,g8e7
French Defense: Advance Variation #2,"r n b q k b . r
p p . . n p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R f2f4 0
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . p p P . . .
. . . P . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c5d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . p . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c3d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R e7f5 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R g1f3 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R b8c6 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R f1b5 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R c8d7 0
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R e1g1 0,5
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d8b6 0
r . . . k b . r
p p . b . p p p
. q n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b5c6 1
r . . . k b . r
p p . b . p p p
. q B . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d7c6 1
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b1c3 0
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . N . . N . .
P P . . . . P P
R . B Q . R K .
",0,f8e7
French Defense: Advance Variation #2,"r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R e4e5 0
r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c7c5 0
r n b q k b n r
p p . . . p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0
r n b q k b n r
p p . . . p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R g8e7 0
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . p p P . . .
. . . P . . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R f2f4 0
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . p p P . . .
. . . P . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c5d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . p . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c3d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R e7f5 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R g1f3 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R b8c6 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R
",0,f1b5
French Defense: Advance Variation #2,"r n b q k b . r
p p . . n p p p
. . . . p . . .
. . p p P . . .
. . . P . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c5d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . p . P . .
. . P . . . . .
P P . . . . P P
R N B Q K B N R c3d4 1
r n b q k b . r
p p . . n p p p
. . . . p . . .
. . . p P . . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R e7f5 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . . . .
P P . . . . P P
R N B Q K B N R g1f3 0
r n b q k b . r
p p . . . p p p
. . . . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R b8c6 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R f1b5 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R c8d7 0
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R e1g1 0,5
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d8b6 0
r . . . k b . r
p p . b . p p p
. q n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b5c6 1
r . . . k b . r
p p . b . p p p
. q B . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d7c6 1
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b1c3 0
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . N . . N . .
P P . . . . P P
R . B Q . R K . f8e7 0
r . . . k . . r
p p . . b p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . N . . N . .
P P . . . . P P
R . B Q . R K .
",0,a2a3
French Defense: Advance Variation #2,"r . b q k b . r
p p . . . p p p
. . n . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K B . R f1b5 0
r . b q k b . r
p p . . . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R c8d7 0
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q K . . R e1g1 0,5
r . . q k b . r
p p . b . p p p
. . n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d8b6 0
r . . . k b . r
p p . b . p p p
. q n . p . . .
. B . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b5c6 1
r . . . k b . r
p p . b . p p p
. q B . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . d7c6 1
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . . . . N . .
P P . . . . P P
R N B Q . R K . b1c3 0
r . . . k b . r
p p . . . p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . N . . N . .
P P . . . . P P
R . B Q . R K . f8e7 0
r . . . k . . r
p p . . b p p p
. q b . p . . .
. . . p P n . .
. . . P . P . .
. . N . . N . .
P P . . . . P P
R . B Q . R K .
",0,a2a3
French Defense: Normal Variation,"r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0,2
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b4c5 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. . . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b2b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R c5d6 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R e6d5 1
r n b q k . n r
p . p p . p p p
. p . b . . . .
. . . p . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R e4e5 0
r n b q k . n r
p . p p . p p p
. p . b . . . .
. . . p P . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R d8e7 0
r n b . k . n r
p . p p q p p p
. p . b . . . .
. . . p P . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R d1d5 1
r n b . k . n r
p . p p q p p p
. p . b . . . .
. . . Q P . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B . K B . R d6e5 1
r n b . k . n r
p . p p q p p p
. p . . . . . .
. . . Q b . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B . K B . R f3e5 1
r n b . k . n r
p . p p q p p p
. p . . . . . .
. . . Q N . . .
. P . . . . . .
. . P . . . . .
P . . . . P P P
R N B . K B . R
",0,c7c6
French Defense: Normal Variation,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R b7b6 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R d4d5 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. . . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R f8b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0,2
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b4c5 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. . . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b2b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R c5d6 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R
",0,g1f3
French Defense: Normal Variation,"r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. . . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b2b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R c5d6 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R e6d5 1
r n b q k . n r
p . p p . p p p
. p . b . . . .
. . . p . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R
",0,e4e5
French Defense: Normal Variation,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R e7e6 0
r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R d2d4 0
r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R b7b6 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R d4d5 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. . . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R f8b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0,2
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b4c5 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. . . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b2b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R c5d6 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R
",0,g1f3
French Defense: Normal Variation,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R e2e4 0
r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R e7e6 0
r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R d2d4 0
r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R b7b6 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R d4d5 0
r n b q k b n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. . . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R f8b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R c2c3 0,2
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . . P . . . .
. b . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b4c5 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. . . . P . . .
. . P . . . . .
P P . . . P P P
R N B Q K B N R b2b4 0
r n b q k . n r
p . p p . p p p
. p . . p . . .
. . b P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R c5d6 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . . . .
P . . . . P P P
R N B Q K B N R g1f3 0
r n b q k . n r
p . p p . p p p
. p . b p . . .
. . . P . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R e6d5 1
r n b q k . n r
p . p p . p p p
. p . b . . . .
. . . p . . . .
. P . . P . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R e4e5 0
r n b q k . n r
p . p p . p p p
. p . b . . . .
. . . p P . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R d8e7 0
r n b . k . n r
p . p p q p p p
. p . b . . . .
. . . p P . . .
. P . . . . . .
. . P . . N . .
P . . . . P P P
R N B Q K B . R
",1,d1d5
Scandinavian Defense: Mieses-Kotroc Variation,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R e4d5 1
r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . P . . . .
. . . . . . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R d8d5 1
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . q . . . .
. . . . . . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R b1c3 0
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . q . . . .
. . . . . . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R
",0,d5e5
Scandinavian Defense: Mieses-Kotroc Variation,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R e4d5 1
r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . P . . . .
. . . . . . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R d8d5 1
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . q . . . .
. . . . . . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R b1c3 0
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . q . . . .
. . . . . . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R d5e5 0
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R f1e2 0,2
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . . .
. . N . . . . .
P P P P B P P P
R . B Q K . N R c8g4 0
r n . . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . b .
. . N . . . . .
P P P P B P P P
R . B Q K . N R d2d4 0
r n . . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R e5e6 0
r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R c1e3 0
r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R b8c6 0
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R e2g4 1
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R e6g6 0
r . . . k b n r
p p p . p p p p
. . n . . . q .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R
",0,g4f3
Scandinavian Defense: Mieses-Kotroc Variation,"r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R c1e3 0
r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R b8c6 0
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R e2g4 1
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R e6g6 0
r . . . k b n r
p p p . p p p p
. . n . . . q .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R g4f3 0
r . . . k b n r
p p p . p p p p
. . n . . . q .
. . . . . . . .
. . . P . . . .
. . N . B B . .
P P P . . P P P
R . . Q K . N R c6b4 0
r . . . k b n r
p p p . p p p p
. . . . . . q .
. . . . . . . .
. n . P . . . .
. . N . B B . .
P P P . . P P P
R . . Q K . N R f3e4 0
r . . . k b n r
p p p . p p p p
. . . . . . q .
. . . . . . . .
. n . P B . . .
. . N . B . . .
P P P . . P P P
R . . Q K . N R g6a6 0
r . . . k b n r
p p p . p p p p
q . . . . . . .
. . . . . . . .
. n . P B . . .
. . N . B . . .
P P P . . P P P
R . . Q K . N R c3b5 0
r . . . k b n r
p p p . p p p p
q . . . . . . .
. N . . . . . .
. n . P B . . .
. . . . B . . .
P P P . . P P P
R . . Q K . N R a6b5 1
r . . . k b n r
p p p . p p p p
. . . . . . . .
. q . . . . . .
. n . P B . . .
. . . . B . . .
P P P . . P P P
R . . Q K . N R c2c3 0
r . . . k b n r
p p p . p p p p
. . . . . . . .
. q . . . . . .
. n . P B . . .
. . P . B . . .
P P . . . P P P
R . . Q K . N R b4d5 0
r . . . k b n r
p p p . p p p p
. . . . . . . .
. q . n . . . .
. . . P B . . .
. . P . B . . .
P P . . . P P P
R . . Q K . N R e4d3 0
r . . . k b n r
p p p . p p p p
. . . . . . . .
. q . n . . . .
. . . P . . . .
. . P B B . . .
P P . . . P P P
R . . Q K . N R b5b2 1
r . . . k b n r
p p p . p p p p
. . . . . . . .
. . . n . . . .
. . . P . . . .
. . P B B . . .
P q . . . P P P
R . . Q K . N R
",0,g1e2
Scandinavian Defense: Mieses-Kotroc Variation,"r n . . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R e5e6 0
r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R c1e3 0
r n . . k b n r
p p p . p p p p
. . . . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R b8c6 0
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . b .
. . N . B . . .
P P P . B P P P
R . . Q K . N R e2g4 1
r . . . k b n r
p p p . p p p p
. . n . q . . .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R e6g6 0
r . . . k b n r
p p p . p p p p
. . n . . . q .
. . . . . . . .
. . . P . . B .
. . N . B . . .
P P P . . P P P
R . . Q K . N R g4f3 0
r . . . k b n r
p p p . p p p p
. . n . . . q .
. . . . . . . .
. . . P . . . .
. . N . B B . .
P P P . . P P P
R . . Q K . N R c6b4 0
r . . . k b n r
p p p . p p p p
. . . . . . q .
. . . . . . . .
. n . P . . . .
. . N . B B . .
P P P . . P P P
R . . Q K . N R f3e4 0
r . . . k b n r
p p p . p p p p
. . . . . . q .
. . . . . . . .
. n . P B . . .
. . N . B . . .
P P P . . P P P
R . . Q K . N R
",0,g6a6
Scandinavian Defense: Mieses-Kotroc Variation,"r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R f1e2 0,2
r n b . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . . .
. . N . . . . .
P P P P B P P P
R . B Q K . N R c8g4 0
r n . . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . . . . b .
. . N . . . . .
P P P P B P P P
R . B Q K . N R d2d4 0
r n . . k b n r
p p p . p p p p
. . . . . . . .
. . . . q . . .
. . . P . . b .
. . N . . . . .
P P P . B P P P
R . B Q K . N R
",0,e5e6
